orden_id,cliente_id,tienda_id,vendedor_id,fecha_orden,estado_orden,metodo_pago,moneda,total_bruto,descuento_total,impuesto_total,total_neto
10277,45,3,7,2024-08-19,COMPLETADA,Yape/Plin,PEN,420.0,21.0,71.82,470.82
10258,18,3,9,2024-08-21,COMPLETADA,Yape/Plin,PEN,3200.0,0.0,576.0,3776.0
10374,1,5,12,2024-08-24,COMPLETADA,Efectivo,PEN,480.0,48.0,77.76,509.76
10014,37,3,9,2024-08-25,COMPLETADA,Tarjeta,PEN,4000.0,330.0,660.6,4330.6
10143,74,3,9,2024-08-27,COMPLETADA,Yape/Plin,PEN,1440.0,216.0,220.32,1444.32
10663,64,3,7,2024-08-27,COMPLETADA,Transferencia,PEN,3200.0,160.0,547.2,3587.2
10355,31,3,7,2024-08-28,COMPLETADA,Transferencia,PEN,5760.0,96.0,1019.52,6683.52
10593,61,3,9,2024-08-28,PENDIENTE,Tarjeta,PEN,4200.0,210.0,718.2,4708.2
10573,52,2,4,2024-08-29,COMPLETADA,Tarjeta,PEN,2200.0,330.0,336.6,2206.6
10131,58,3,8,2024-08-29,COMPLETADA,Tarjeta,PEN,2400.0,0.0,432.0,2832.0
10725,65,1,2,2024-08-29,COMPLETADA,Yape/Plin,PEN,1800.0,0.0,324.0,2124.0
10591,80,4,1,2024-08-29,COMPLETADA,Efectivo,PEN,3500.0,175.0,598.5,3923.5
10504,53,2,10,2024-08-30,ANULADA,Tarjeta,PEN,3500.0,350.0,567.0,3717.0
10099,64,1,2,2024-08-30,COMPLETADA,Yape/Plin,PEN,4200.0,0.0,756.0,4956.0
10048,76,3,7,2024-08-31,COMPLETADA,Tarjeta,PEN,3200.0,0.0,576.0,3776.0
10516,70,1,2,2024-09-01,COMPLETADA,Transferencia,PEN,4200.0,330.0,696.6,4566.6
10013,23,5,3,2024-09-02,COMPLETADA,Efectivo,PEN,3900.0,0.0,702.0,4602.0
10023,21,3,9,2024-09-02,COMPLETADA,Efectivo,PEN,550.0,0.0,99.0,649.0
10206,64,5,3,2024-09-03,COMPLETADA,Tarjeta,PEN,8480.0,1112.0,1326.24,8694.24
10548,65,5,3,2024-09-04,COMPLETADA,Tarjeta,PEN,5400.0,0.0,972.0,6372.0
10085,19,3,8,2024-09-04,COMPLETADA,Yape/Plin,PEN,3200.0,0.0,576.0,3776.0
10124,7,5,3,2024-09-05,COMPLETADA,Tarjeta,PEN,2400.0,0.0,432.0,2832.0
10794,41,1,2,2024-09-09,COMPLETADA,Tarjeta,PEN,6000.0,120.0,1058.4,6938.4
10381,5,2,10,2024-09-10,COMPLETADA,Tarjeta,PEN,1800.0,90.0,307.8,2017.8
10509,42,4,1,2024-09-10,ANULADA,Transferencia,PEN,7520.0,1107.0,1154.34,7567.34
10771,10,3,7,2024-09-10,COMPLETADA,Efectivo,PEN,550.0,27.5,94.05,616.55
10108,19,1,2,2024-09-10,COMPLETADA,Efectivo,PEN,13200.0,540.0,2278.8,14938.8
10897,61,1,2,2024-09-10,COMPLETADA,Yape/Plin,PEN,12000.0,0.0,2160.0,14160.0
10400,30,3,8,2024-09-12,COMPLETADA,Efectivo,PEN,1800.0,90.0,307.8,2017.8
10230,70,1,2,2024-09-12,COMPLETADA,Yape/Plin,PEN,3500.0,525.0,535.5,3510.5
10694,39,3,7,2024-09-13,COMPLETADA,Transferencia,PEN,13640.0,986.0,2277.72,14931.72
10103,26,5,12,2024-09-13,COMPLETADA,Yape/Plin,PEN,8950.0,82.5,1596.15,10463.65
10577,64,1,2,2024-09-14,COMPLETADA,Yape/Plin,PEN,3900.0,0.0,702.0,4602.0
10502,43,5,12,2024-09-14,COMPLETADA,Tarjeta,PEN,4800.0,63.0,852.66,5589.66
10074,78,2,6,2024-09-15,COMPLETADA,Transferencia,PEN,5880.0,344.0,996.48,6532.48
10581,71,4,11,2024-09-16,COMPLETADA,Yape/Plin,PEN,8900.0,710.0,1474.2,9664.2
10769,34,4,1,2024-09-18,COMPLETADA,Tarjeta,PEN,6440.0,430.0,1081.8,7091.8
10307,1,3,8,2024-09-18,COMPLETADA,Transferencia,PEN,2400.0,360.0,367.2,2407.2
10652,49,1,2,2024-09-21,COMPLETADA,Transferencia,PEN,4200.0,0.0,756.0,4956.0
10665,73,2,6,2024-09-22,COMPLETADA,Tarjeta,PEN,13400.0,770.0,2273.4,14903.4
10862,7,3,7,2024-09-23,PENDIENTE,Tarjeta,PEN,4450.0,585.0,695.7,4560.7
10290,41,1,2,2024-09-24,PENDIENTE,Yape/Plin,PEN,3900.0,0.0,702.0,4602.0
10267,39,2,5,2024-09-24,COMPLETADA,Transferencia,PEN,7100.0,320.0,1220.4,8000.4
10733,78,4,1,2024-09-24,COMPLETADA,Transferencia,PEN,550.0,55.0,89.1,584.1
10805,18,4,11,2024-09-27,COMPLETADA,Tarjeta,PEN,2820.0,21.0,503.82,3302.82
10286,60,1,2,2024-09-27,COMPLETADA,Tarjeta,PEN,6300.0,0.0,1134.0,7434.0
10741,63,4,11,2024-09-29,COMPLETADA,Yape/Plin,PEN,7200.0,0.0,1296.0,8496.0
10015,19,1,2,2024-09-29,COMPLETADA,Yape/Plin,PEN,7800.0,780.0,1263.6,8283.6
10565,3,4,1,2024-09-30,PENDIENTE,Efectivo,PEN,2400.0,240.0,388.8,2548.8
10571,69,5,12,2024-10-01,PENDIENTE,Tarjeta,PEN,2400.0,0.0,432.0,2832.0
10653,8,3,8,2024-10-02,COMPLETADA,Tarjeta,PEN,3200.0,0.0,576.0,3776.0
10249,73,1,2,2024-10-02,COMPLETADA,Tarjeta,PEN,4800.0,480.0,777.6,5097.6
10654,71,5,3,2024-10-02,COMPLETADA,Transferencia,PEN,3200.0,480.0,489.6,3209.6
10422,53,2,5,2024-10-03,COMPLETADA,Tarjeta,PEN,7000.0,700.0,1134.0,7434.0
10845,33,2,4,2024-10-03,COMPLETADA,Yape/Plin,PEN,4400.0,440.0,712.8,4672.8
10007,40,3,7,2024-10-04,COMPLETADA,Transferencia,PEN,12600.0,0.0,2268.0,14868.0
10540,47,1,2,2024-10-04,COMPLETADA,Tarjeta,PEN,2200.0,220.0,356.4,2336.4
10692,49,1,2,2024-10-06,COMPLETADA,Yape/Plin,PEN,2950.0,360.0,466.2,3056.2
10061,28,5,3,2024-10-06,COMPLETADA,Tarjeta,PEN,3900.0,195.0,666.9,4371.9
10772,19,2,6,2024-10-06,COMPLETADA,Efectivo,PEN,7350.0,215.0,1284.3,8419.3
10762,13,5,3,2024-10-07,COMPLETADA,Efectivo,PEN,480.0,0.0,86.4,566.4
10707,69,3,9,2024-10-07,ANULADA,Transferencia,PEN,19100.0,1315.0,3201.3,20986.3
10648,27,2,10,2024-10-08,COMPLETADA,Yape/Plin,PEN,420.0,0.0,75.6,495.6
10069,76,1,2,2024-10-08,COMPLETADA,Yape/Plin,PEN,420.0,21.0,71.82,470.82
10343,51,2,10,2024-10-09,COMPLETADA,Efectivo,PEN,4200.0,210.0,718.2,4708.2
10517,7,1,2,2024-10-10,COMPLETADA,Efectivo,PEN,550.0,82.5,84.15,551.65
10693,30,1,2,2024-10-10,COMPLETADA,Tarjeta,PEN,2400.0,120.0,410.4,2690.4
10484,8,4,11,2024-10-10,COMPLETADA,Tarjeta,PEN,2200.0,0.0,396.0,2596.0
10804,18,3,7,2024-10-11,COMPLETADA,Transferencia,PEN,6550.0,382.5,1110.15,7277.65
10209,11,3,7,2024-10-11,COMPLETADA,Transferencia,PEN,7080.0,420.0,1198.8,7858.8
10325,18,5,3,2024-10-14,COMPLETADA,Tarjeta,PEN,4620.0,693.0,706.86,4633.86
10884,42,4,1,2024-10-14,COMPLETADA,Yape/Plin,PEN,9000.0,0.0,1620.0,10620.0
10832,51,5,3,2024-10-16,COMPLETADA,Efectivo,PEN,1030.0,72.0,172.44,1130.44
10026,39,5,12,2024-10-16,COMPLETADA,Efectivo,PEN,2400.0,360.0,367.2,2407.2
10073,50,4,11,2024-10-16,COMPLETADA,Tarjeta,PEN,2950.0,387.5,461.25,3023.75
10863,34,2,4,2024-10-16,COMPLETADA,Yape/Plin,PEN,6650.0,320.0,1139.4,7469.4
10756,37,2,10,2024-10-16,COMPLETADA,Yape/Plin,PEN,8220.0,390.0,1409.4,9239.4
10643,28,2,10,2024-10-17,COMPLETADA,Yape/Plin,PEN,420.0,63.0,64.26,421.26
10341,77,5,12,2024-10-17,COMPLETADA,Tarjeta,PEN,4620.0,0.0,831.6,5451.6
10205,4,3,7,2024-10-18,COMPLETADA,Transferencia,PEN,4820.0,0.0,867.6,5687.6
10376,69,3,8,2024-10-18,COMPLETADA,Tarjeta,PEN,2200.0,220.0,356.4,2336.4
10778,71,4,1,2024-10-19,PENDIENTE,Efectivo,PEN,3980.0,422.0,640.44,4198.44
10111,69,1,2,2024-10-19,COMPLETADA,Yape/Plin,PEN,5600.0,0.0,1008.0,6608.0
10056,77,3,8,2024-10-21,COMPLETADA,Transferencia,PEN,3500.0,0.0,630.0,4130.0
10523,7,2,6,2024-10-22,COMPLETADA,Transferencia,PEN,8880.0,0.0,1598.4,10478.4
10431,24,1,2,2024-10-22,PENDIENTE,Tarjeta,PEN,2620.0,220.0,432.0,2832.0
10121,27,4,11,2024-10-22,COMPLETADA,Yape/Plin,PEN,3900.0,390.0,631.8,4141.8
10618,5,4,11,2024-10-24,COMPLETADA,Efectivo,PEN,420.0,42.0,68.04,446.04
10436,61,2,4,2024-10-26,COMPLETADA,Yape/Plin,PEN,3200.0,0.0,576.0,3776.0
10626,57,5,12,2024-10-26,COMPLETADA,Tarjeta,PEN,2400.0,0.0,432.0,2832.0
10520,54,5,3,2024-10-27,COMPLETADA,Efectivo,PEN,420.0,0.0,75.6,495.6
10617,73,4,1,2024-10-28,COMPLETADA,Tarjeta,PEN,10300.0,1545.0,1575.9,10330.9
10822,59,2,10,2024-10-28,COMPLETADA,Transferencia,PEN,480.0,0.0,86.4,566.4
10268,34,4,11,2024-10-29,COMPLETADA,Tarjeta,PEN,7800.0,390.0,1333.8,8743.8
10803,35,5,3,2024-10-30,COMPLETADA,Tarjeta,PEN,2200.0,0.0,396.0,2596.0
10012,76,4,11,2024-10-31,COMPLETADA,Tarjeta,PEN,2350.0,27.5,418.05,2740.55
10146,19,4,1,2024-11-03,COMPLETADA,Efectivo,PEN,480.0,24.0,82.08,538.08
10609,20,2,6,2024-11-03,COMPLETADA,Efectivo,PEN,420.0,0.0,75.6,495.6
10282,54,1,2,2024-11-04,COMPLETADA,Transferencia,PEN,550.0,82.5,84.15,551.65
10582,12,2,6,2024-11-04,COMPLETADA,Transferencia,PEN,9220.0,682.0,1536.84,10074.84
10050,59,1,2,2024-11-04,PENDIENTE,Efectivo,PEN,550.0,55.0,89.1,584.1
10149,2,2,5,2024-11-06,PENDIENTE,Tarjeta,PEN,5300.0,0.0,954.0,6254.0
10533,61,5,12,2024-11-06,COMPLETADA,Efectivo,PEN,3200.0,160.0,547.2,3587.2
10171,1,4,11,2024-11-07,COMPLETADA,Efectivo,PEN,5900.0,535.0,965.7,6330.7
10472,73,3,7,2024-11-07,COMPLETADA,Transferencia,PEN,4400.0,660.0,673.2,4413.2
10011,11,2,4,2024-11-07,COMPLETADA,Efectivo,PEN,9600.0,960.0,1555.2,10195.2
10898,43,4,11,2024-11-07,COMPLETADA,Yape/Plin,PEN,4600.0,230.0,786.6,5156.6
10042,64,1,2,2024-11-07,COMPLETADA,Transferencia,PEN,2400.0,360.0,367.2,2407.2
10564,15,3,7,2024-11-08,COMPLETADA,Yape/Plin,PEN,3200.0,320.0,518.4,3398.4
10777,12,3,8,2024-11-08,COMPLETADA,Tarjeta,PEN,2900.0,0.0,522.0,3422.0
10827,30,4,1,2024-11-09,COMPLETADA,Tarjeta,PEN,480.0,48.0,77.76,509.76
10238,38,2,5,2024-11-10,COMPLETADA,Efectivo,PEN,4740.0,321.0,795.42,5214.42
10812,43,4,1,2024-11-10,COMPLETADA,Yape/Plin,PEN,1520.0,0.0,273.6,1793.6
10344,74,3,9,2024-11-10,COMPLETADA,Transferencia,PEN,2350.0,270.0,374.4,2454.4
10460,52,1,2,2024-11-11,COMPLETADA,Efectivo,PEN,420.0,0.0,75.6,495.6
10370,30,2,6,2024-11-12,COMPLETADA,Transferencia,PEN,480.0,24.0,82.08,538.08
10644,73,4,11,2024-11-13,COMPLETADA,Efectivo,PEN,8280.0,1218.0,1271.16,8333.16
10379,64,3,8,2024-11-15,COMPLETADA,Tarjeta,PEN,480.0,48.0,77.76,509.76
10109,25,2,10,2024-11-16,PENDIENTE,Efectivo,PEN,2200.0,0.0,396.0,2596.0
10612,76,4,11,2024-11-17,COMPLETADA,Yape/Plin,PEN,480.0,0.0,86.4,566.4
10353,53,3,9,2024-11-19,COMPLETADA,Yape/Plin,PEN,550.0,27.5,94.05,616.55
10323,55,2,4,2024-11-19,COMPLETADA,Transferencia,PEN,8600.0,110.0,1528.2,10018.2
10089,40,5,12,2024-11-19,PENDIENTE,Efectivo,PEN,1800.0,0.0,324.0,2124.0
10849,15,4,11,2024-11-20,COMPLETADA,Tarjeta,PEN,5080.0,690.0,790.2,5180.2
10875,41,2,5,2024-11-21,COMPLETADA,Efectivo,PEN,2200.0,0.0,396.0,2596.0
10082,13,3,7,2024-11-22,COMPLETADA,Yape/Plin,PEN,8360.0,0.0,1504.8,9864.8
10844,73,1,2,2024-11-23,COMPLETADA,Yape/Plin,PEN,8900.0,540.0,1504.8,9864.8
10253,9,1,2,2024-11-23,COMPLETADA,Yape/Plin,PEN,15400.0,1050.0,2583.0,16933.0
10450,26,2,6,2024-11-24,COMPLETADA,Yape/Plin,PEN,2750.0,357.5,430.65,2823.15
10126,37,1,2,2024-11-24,COMPLETADA,Transferencia,PEN,840.0,0.0,151.2,991.2
10604,8,1,2,2024-11-26,COMPLETADA,Yape/Plin,PEN,3200.0,0.0,576.0,3776.0
10382,21,1,2,2024-11-26,COMPLETADA,Yape/Plin,PEN,840.0,0.0,151.2,991.2
10032,8,3,8,2024-11-28,COMPLETADA,Transferencia,PEN,3200.0,0.0,576.0,3776.0
10371,61,4,11,2024-11-29,COMPLETADA,Transferencia,PEN,8180.0,877.0,1314.54,8617.54
10457,72,1,2,2024-11-29,COMPLETADA,Efectivo,PEN,1800.0,270.0,275.4,1805.4
10359,47,5,12,2024-11-29,COMPLETADA,Yape/Plin,PEN,10500.0,525.0,1795.5,11770.5
10584,59,1,2,2024-11-30,COMPLETADA,Transferencia,PEN,900.0,24.0,157.68,1033.68
10038,54,2,5,2024-11-30,COMPLETADA,Yape/Plin,PEN,4400.0,220.0,752.4,4932.4
10586,37,2,4,2024-12-01,COMPLETADA,Transferencia,PEN,6400.0,960.0,979.2,6419.2
10130,12,4,1,2024-12-01,COMPLETADA,Transferencia,PEN,1800.0,180.0,291.6,1911.6
10603,6,5,12,2024-12-03,COMPLETADA,Transferencia,PEN,840.0,42.0,143.64,941.64
10029,13,4,1,2024-12-05,COMPLETADA,Efectivo,PEN,480.0,0.0,86.4,566.4
10796,47,3,9,2024-12-05,COMPLETADA,Yape/Plin,PEN,2200.0,220.0,356.4,2336.4
10162,50,2,4,2024-12-05,COMPLETADA,Yape/Plin,PEN,3200.0,0.0,576.0,3776.0
10719,23,3,9,2024-12-06,COMPLETADA,Yape/Plin,PEN,3900.0,585.0,596.7,3911.7
10274,23,3,9,2024-12-06,COMPLETADA,Efectivo,PEN,480.0,0.0,86.4,566.4
10583,55,1,2,2024-12-06,COMPLETADA,Tarjeta,PEN,3900.0,585.0,596.7,3911.7
10815,16,3,7,2024-12-07,ANULADA,Transferencia,PEN,4200.0,0.0,756.0,4956.0
10402,45,4,11,2024-12-08,PENDIENTE,Tarjeta,PEN,2220.0,243.0,355.86,2332.86
10219,1,4,11,2024-12-09,COMPLETADA,Transferencia,PEN,1260.0,0.0,226.8,1486.8
10396,21,5,12,2024-12-11,PENDIENTE,Yape/Plin,PEN,4800.0,480.0,777.6,5097.6
10878,3,1,2,2024-12-11,COMPLETADA,Efectivo,PEN,6800.0,560.0,1123.2,7363.2
10385,8,1,2,2024-12-12,COMPLETADA,Tarjeta,PEN,1800.0,270.0,275.4,1805.4
10297,14,4,1,2024-12-12,ANULADA,Tarjeta,PEN,7400.0,915.0,1167.3,7652.3
10698,29,4,11,2024-12-13,COMPLETADA,Efectivo,PEN,6400.0,0.0,1152.0,7552.0
10163,78,5,12,2024-12-14,PENDIENTE,Yape/Plin,PEN,4400.0,440.0,712.8,4672.8
10351,15,5,12,2024-12-14,COMPLETADA,Yape/Plin,PEN,16900.0,1370.0,2795.4,18325.4
10750,76,2,4,2024-12-14,COMPLETADA,Transferencia,PEN,3620.0,522.0,557.64,3655.64
10004,36,5,12,2024-12-14,COMPLETADA,Transferencia,PEN,3200.0,0.0,576.0,3776.0
10649,56,2,10,2024-12-14,COMPLETADA,Yape/Plin,PEN,550.0,0.0,99.0,649.0
10608,60,2,5,2024-12-15,PENDIENTE,Tarjeta,PEN,3200.0,320.0,518.4,3398.4
10101,17,5,3,2024-12-18,COMPLETADA,Transferencia,PEN,840.0,126.0,128.52,842.52
10107,52,2,6,2024-12-19,COMPLETADA,Tarjeta,PEN,3500.0,350.0,567.0,3717.0
10569,10,3,9,2024-12-21,COMPLETADA,Efectivo,PEN,4200.0,300.0,702.0,4602.0
10415,46,3,9,2024-12-21,COMPLETADA,Yape/Plin,PEN,10800.0,320.0,1886.4,12366.4
10868,71,3,8,2024-12-22,COMPLETADA,Efectivo,PEN,6400.0,320.0,1094.4,7174.4
10500,54,1,2,2024-12-22,COMPLETADA,Tarjeta,PEN,8100.0,0.0,1458.0,9558.0
10067,45,2,5,2024-12-23,COMPLETADA,Yape/Plin,PEN,3900.0,0.0,702.0,4602.0
10783,24,4,11,2024-12-24,COMPLETADA,Efectivo,PEN,550.0,0.0,99.0,649.0
10057,72,3,7,2024-12-24,COMPLETADA,Transferencia,PEN,8100.0,405.0,1385.1,9080.1
10340,76,5,3,2024-12-24,COMPLETADA,Yape/Plin,PEN,3600.0,0.0,648.0,4248.0
10440,72,2,4,2024-12-24,COMPLETADA,Yape/Plin,PEN,550.0,82.5,84.15,551.65
10204,55,3,7,2024-12-25,COMPLETADA,Tarjeta,PEN,3900.0,585.0,596.7,3911.7
10444,9,2,6,2024-12-28,COMPLETADA,Yape/Plin,PEN,8360.0,208.0,1467.36,9619.36
10365,42,5,12,2024-12-29,COMPLETADA,Efectivo,PEN,7600.0,220.0,1328.4,8708.4
10233,23,2,5,2024-12-29,COMPLETADA,Yape/Plin,PEN,5700.0,480.0,939.6,6159.6
10271,29,3,8,2024-12-29,COMPLETADA,Yape/Plin,PEN,3900.0,0.0,702.0,4602.0
10538,21,1,2,2024-12-31,COMPLETADA,Yape/Plin,PEN,2200.0,0.0,396.0,2596.0
10322,17,2,4,2024-12-31,COMPLETADA,Tarjeta,PEN,10100.0,330.0,1758.6,11528.6
10716,42,2,4,2024-12-31,COMPLETADA,Yape/Plin,PEN,1800.0,0.0,324.0,2124.0
10289,79,1,2,2025-01-02,COMPLETADA,Efectivo,PEN,3200.0,0.0,576.0,3776.0
10398,58,4,11,2025-01-03,COMPLETADA,Tarjeta,PEN,12600.0,609.0,2158.38,14149.38
10742,52,4,1,2025-01-04,PENDIENTE,Yape/Plin,PEN,4340.0,84.0,766.08,5022.08
10166,14,1,2,2025-01-04,PENDIENTE,Efectivo,PEN,2200.0,0.0,396.0,2596.0
10758,74,1,2,2025-01-05,COMPLETADA,Efectivo,PEN,900.0,48.0,153.36,1005.36
10044,13,3,9,2025-01-06,ANULADA,Yape/Plin,PEN,2200.0,0.0,396.0,2596.0
10112,71,3,7,2025-01-06,COMPLETADA,Efectivo,PEN,2750.0,27.5,490.05,3212.55
10576,12,4,1,2025-01-07,COMPLETADA,Tarjeta,PEN,7800.0,1170.0,1193.4,7823.4
10360,24,4,11,2025-01-09,COMPLETADA,Yape/Plin,PEN,3200.0,0.0,576.0,3776.0
10331,76,1,2,2025-01-09,COMPLETADA,Transferencia,PEN,4800.0,240.0,820.8,5380.8
10096,51,3,9,2025-01-10,COMPLETADA,Tarjeta,PEN,480.0,48.0,77.76,509.76
10091,67,3,7,2025-01-11,COMPLETADA,Tarjeta,PEN,480.0,24.0,82.08,538.08
10261,60,5,12,2025-01-12,COMPLETADA,Tarjeta,PEN,4200.0,420.0,680.4,4460.4
10531,50,3,7,2025-01-13,COMPLETADA,Yape/Plin,PEN,7000.0,0.0,1260.0,8260.0
10329,30,1,2,2025-01-13,COMPLETADA,Yape/Plin,PEN,7000.0,0.0,1260.0,8260.0
10055,17,5,3,2025-01-16,COMPLETADA,Yape/Plin,PEN,11200.0,640.0,1900.8,12460.8
10226,11,5,12,2025-01-16,ANULADA,Tarjeta,PEN,550.0,55.0,89.1,584.1
10185,19,5,12,2025-01-17,COMPLETADA,Transferencia,PEN,3200.0,480.0,489.6,3209.6
10781,15,3,9,2025-01-17,COMPLETADA,Tarjeta,PEN,3500.0,0.0,630.0,4130.0
10642,39,3,8,2025-01-18,COMPLETADA,Transferencia,PEN,3900.0,195.0,666.9,4371.9
10714,31,2,4,2025-01-18,COMPLETADA,Tarjeta,PEN,6550.0,0.0,1179.0,7729.0
10730,63,4,11,2025-01-18,PENDIENTE,Yape/Plin,PEN,2200.0,330.0,336.6,2206.6
10688,64,5,12,2025-01-18,COMPLETADA,Yape/Plin,PEN,3500.0,350.0,567.0,3717.0
10139,11,5,3,2025-01-19,COMPLETADA,Yape/Plin,PEN,4200.0,0.0,756.0,4956.0
10027,59,3,7,2025-01-21,PENDIENTE,Transferencia,PEN,3600.0,360.0,583.2,3823.2
10671,41,1,2,2025-01-21,COMPLETADA,Efectivo,PEN,3900.0,0.0,702.0,4602.0
10823,4,4,11,2025-01-21,COMPLETADA,Tarjeta,PEN,4600.0,175.0,796.5,5221.5
10850,28,3,7,2025-01-21,PENDIENTE,Tarjeta,PEN,2400.0,120.0,410.4,2690.4
10562,79,3,8,2025-01-21,COMPLETADA,Tarjeta,PEN,960.0,48.0,164.16,1076.16
10375,29,3,7,2025-01-22,COMPLETADA,Transferencia,PEN,7800.0,390.0,1333.8,8743.8
10052,77,5,12,2025-01-25,COMPLETADA,Efectivo,PEN,1100.0,165.0,168.3,1103.3
10709,44,4,1,2025-01-25,COMPLETADA,Tarjeta,PEN,480.0,48.0,77.76,509.76
10304,50,4,11,2025-01-25,PENDIENTE,Tarjeta,PEN,2200.0,220.0,356.4,2336.4
10590,17,4,1,2025-01-26,COMPLETADA,Yape/Plin,PEN,5000.0,160.0,871.2,5711.2
10515,47,4,1,2025-01-27,COMPLETADA,Transferencia,PEN,4750.0,210.0,817.2,5357.2
10288,62,4,1,2025-01-29,COMPLETADA,Tarjeta,PEN,5260.0,526.0,852.12,5586.12
10168,2,3,8,2025-01-29,COMPLETADA,Tarjeta,PEN,6000.0,0.0,1080.0,7080.0
10746,38,5,3,2025-01-29,COMPLETADA,Tarjeta,PEN,550.0,82.5,84.15,551.65
10819,46,3,8,2025-01-29,COMPLETADA,Efectivo,PEN,5280.0,72.0,937.44,6145.44
10248,24,3,8,2025-01-31,COMPLETADA,Efectivo,PEN,3500.0,0.0,630.0,4130.0
10316,16,5,3,2025-02-02,COMPLETADA,Tarjeta,PEN,4346.04,66.91,770.24,5049.37
10633,17,5,12,2025-02-03,COMPLETADA,Yape/Plin,PEN,500.42,75.06,76.56,501.92
10110,65,4,1,2025-02-06,COMPLETADA,Yape/Plin,PEN,2200.0,220.0,356.4,2336.4
10510,62,1,2,2025-02-07,COMPLETADA,Tarjeta,PEN,446.04,44.6,72.26,473.7
10752,2,5,12,2025-02-08,COMPLETADA,Yape/Plin,PEN,7400.0,175.0,1300.5,8525.5
10594,48,2,4,2025-02-08,COMPLETADA,Yape/Plin,PEN,7000.0,700.0,1134.0,7434.0
10122,45,2,6,2025-02-08,COMPLETADA,Tarjeta,PEN,3500.0,350.0,567.0,3717.0
10690,28,3,8,2025-02-09,ANULADA,Transferencia,PEN,5359.14,412.5,890.4,5837.04
10066,40,3,7,2025-02-09,COMPLETADA,Transferencia,PEN,550.0,0.0,99.0,649.0
10196,28,4,1,2025-02-11,COMPLETADA,Yape/Plin,PEN,11009.14,811.37,1835.6,12033.37
10734,76,1,2,2025-02-11,COMPLETADA,Transferencia,PEN,6100.0,720.0,968.4,6348.4
10801,64,5,3,2025-02-11,COMPLETADA,Efectivo,PEN,3415.1,170.75,583.98,3828.33
10727,49,2,10,2025-02-11,COMPLETADA,Efectivo,PEN,7892.08,744.6,1286.55,8434.03
10345,44,5,3,2025-02-14,COMPLETADA,Tarjeta,PEN,4500.84,275.08,760.64,4986.4
10554,76,1,2,2025-02-14,COMPLETADA,Transferencia,PEN,7800.0,780.0,1263.6,8283.6
10859,41,5,3,2025-02-16,COMPLETADA,Tarjeta,PEN,8900.42,495.06,1512.96,9918.32
10021,66,1,2,2025-02-17,COMPLETADA,Transferencia,PEN,7800.0,780.0,1263.6,8283.6
10181,24,2,10,2025-02-18,COMPLETADA,Transferencia,PEN,3415.1,0.0,614.72,4029.82
10708,58,2,6,2025-02-23,COMPLETADA,Tarjeta,PEN,550.0,55.0,89.1,584.1
10245,71,5,12,2025-02-23,COMPLETADA,Yape/Plin,PEN,446.04,66.91,68.24,447.37
10784,16,4,1,2025-02-24,COMPLETADA,Yape/Plin,PEN,3415.1,170.75,583.98,3828.33
10702,51,2,4,2025-02-24,COMPLETADA,Efectivo,PEN,550.0,0.0,99.0,649.0
10203,79,4,1,2025-02-25,COMPLETADA,Tarjeta,PEN,550.0,55.0,89.1,584.1
10020,64,3,9,2025-02-25,PENDIENTE,Tarjeta,PEN,2609.14,0.0,469.65,3078.79
10541,44,2,4,2025-02-25,COMPLETADA,Transferencia,PEN,12300.0,1260.0,1987.2,13027.2
10508,67,4,1,2025-02-25,COMPLETADA,Efectivo,PEN,3415.1,0.0,614.72,4029.82
10443,8,5,12,2025-02-27,COMPLETADA,Yape/Plin,PEN,446.04,22.3,76.27,500.01
10857,5,1,2,2025-02-28,COMPLETADA,Yape/Plin,PEN,12027.42,630.0,2051.54,13448.96
10534,23,5,12,2025-02-28,COMPLETADA,Transferencia,PEN,3415.1,341.51,553.25,3626.84
10706,32,2,10,2025-03-01,COMPLETADA,Transferencia,PEN,3965.1,0.0,713.72,4678.82
10178,11,1,2,2025-03-01,COMPLETADA,Yape/Plin,PEN,1800.0,90.0,307.8,2017.8
10715,66,1,2,2025-03-01,COMPLETADA,Transferencia,PEN,11815.1,0.0,2126.72,13941.82
10116,75,3,9,2025-03-02,COMPLETADA,Tarjeta,PEN,6600.0,990.0,1009.8,6619.8
10542,59,1,2,2025-03-03,COMPLETADA,Tarjeta,PEN,2200.0,0.0,396.0,2596.0
10127,23,1,2,2025-03-03,COMPLETADA,Transferencia,PEN,6846.04,982.3,1055.47,6919.21
10299,78,2,6,2025-03-04,COMPLETADA,Yape/Plin,PEN,12400.42,1860.06,1897.26,12437.62
10507,22,3,7,2025-03-04,ANULADA,Transferencia,PEN,4900.84,585.0,776.85,5092.69
10799,71,3,9,2025-03-04,PENDIENTE,Yape/Plin,PEN,1100.0,0.0,198.0,1298.0
10043,76,2,10,2025-03-05,COMPLETADA,Efectivo,PEN,2646.04,0.0,476.29,3122.33
10241,22,4,11,2025-03-05,ANULADA,Yape/Plin,PEN,1100.0,165.0,168.3,1103.3
10846,68,2,6,2025-03-05,COMPLETADA,Tarjeta,PEN,3415.1,170.75,583.98,3828.33
10629,30,2,10,2025-03-07,COMPLETADA,Efectivo,PEN,11009.14,840.0,1830.45,11999.59
10366,79,5,12,2025-03-07,COMPLETADA,Tarjeta,PEN,2609.14,130.46,446.16,2924.84
10751,41,3,9,2025-03-09,PENDIENTE,Transferencia,PEN,3900.0,0.0,702.0,4602.0
